PMC_ID,English,Vietnamese
PMC7386785,"For this iteration of the review, we examined all diagnosis studies from both sources up to 16 April 2020.","Đối với lần xem xét lại này, chúng tôi đã kiểm tra tất cả các nghiên cứu chẩn đoán từ cả hai nguồn cho đến ngày 16 tháng 4 năm 2020."
PMC7386785,We did not apply any language restrictions.,Chúng tôi không áp dụng bất kỳ hạn chế ngôn ngữ nào.
PMC7386785,Pairs of review authors independently screened studies.,Các cặp tác giả đánh giá đã sàng lọc các nghiên cứu một cách độc lập.
PMC7386785,"We resolved disagreements by discussion with a third, experienced review author for initial title and abstract screening, and through discussion between three review authors for eligibility assessments.","Chúng tôi đã giải quyết những bất đồng bằng cách thảo luận với tác giả đánh giá thứ ba, có kinh nghiệm để sàng lọc tiêu đề ban đầu và tóm tắt, đồng thời thông qua thảo luận giữa ba tác giả đánh giá để đánh giá tính đủ điều kiện."
PMC7386785,Pairs of review authors independently performed data extraction.,Các cặp tác giả đánh giá thực hiện trích xuất dữ liệu một cách độc lập.
PMC7386785,We resolved disagreements by discussion between three review authors.,Chúng tôi giải quyết những bất đồng bằng cách thảo luận giữa ba tác giả đánh giá.
PMC7386785,We intended to contact study authors where we needed to clarify details or obtain missing information.,Chúng tôi dự định liên hệ với các tác giả nghiên cứu khi chúng tôi cần làm rõ chi tiết hoặc thu thập thông tin còn thiếu.
PMC7386785,"Pairs of review authors independently assessed risk of bias and applicability concerns using the QUADAS‐2 (Quality Assessment tool for Diagnostic Accuracy Studies) checklist, which was common to the suite of reviews but tailored to each particular review ( Whiting 2011 ; Table 2 ).","Các cặp tác giả đánh giá đã đánh giá độc lập nguy cơ sai lệch và các lo ngại về khả năng áp dụng bằng cách sử dụng danh sách kiểm tra QUADAS-2 (Công cụ đánh giá chất lượng cho nghiên cứu độ chính xác chẩn đoán), vốn phổ biến cho bộ đánh giá nhưng được điều chỉnh cho phù hợp với từng đánh giá cụ thể ( Whiting 2011 ; Bảng 2 )."
PMC7386785,"For this review, we excluded the questions on the nature of the samples as these were not relevant, and we added a question on who assessed the signs.","Đối với đánh giá này, chúng tôi đã loại trừ các câu hỏi về bản chất của các mẫu vì chúng không liên quan và chúng tôi đã thêm câu hỏi về ai đã đánh giá các dấu hiệu."
PMC7386785,We resolved disagreements by discussion between three review authors.,Chúng tôi giải quyết những bất đồng bằng cách thảo luận giữa ba tác giả đánh giá.
PMC7386785,We present results of estimated sensitivity and specificity using paired forest plots and summarised in tables as appropriate.,Chúng tôi trình bày kết quả về độ nhạy và độ đặc hiệu ước tính bằng cách sử dụng các ô rừng được ghép nối và tóm tắt trong các bảng nếu thích hợp.
PMC7386785,"We present the results without meta‐analysis, due to the small numbers of studies currently available, considerable heterogeneity across studies and the high risk of bias that we identified, as we felt doing so would otherwise produce a seemingly more accurate estimate than the underlying evidence is able to provide at this moment in time.","Chúng tôi trình bày kết quả mà không cần phân tích tổng hợp, do số lượng nghiên cứu hiện có ít, tính không đồng nhất đáng kể giữa các nghiên cứu và nguy cơ sai lệch cao mà chúng tôi đã xác định, vì chúng tôi cảm thấy làm như vậy sẽ tạo ra ước tính có vẻ chính xác hơn so với bằng chứng cơ bản có thể cung cấp tại thời điểm này."
PMC7386785,"We present results of estimated sensitivity and specificity using paired forest plots in Review Manager 2014 , and dumbbell plots to display the change in disease probability after a positive or negative result.",Chúng tôi trình bày kết quả về độ nhạy và độ đặc hiệu ước tính bằng cách sử dụng các ô rừng được ghép nối trong Review Manager 2014 và các biểu đồ hình quả tạ để hiển thị sự thay đổi về xác suất mắc bệnh sau khi có kết quả dương tính hoặc âm tính.
PMC7386785,"We disaggregated data by study design and organised by target condition, reporting results from cross‐sectional studies separately from studies that used a diagnostic case‐control or other design that we assessed as prone to high risk of bias.","Chúng tôi phân tách dữ liệu theo thiết kế nghiên cứu và sắp xếp theo tình trạng mục tiêu, báo cáo kết quả từ các nghiên cứu cắt ngang tách biệt với các nghiên cứu sử dụng bệnh chứng chẩn đoán hoặc thiết kế khác mà chúng tôi đánh giá là có nguy cơ sai lệch cao."
PMC7386785,"When pooling does become possible in a future update of this review, we will estimate mean sensitivity and specificity using hierarchical models where tests either report binary results or at commonly reported thresholds.","Khi việc tổng hợp có thể thực hiện được trong bản cập nhật tương lai của đánh giá này, chúng tôi sẽ ước tính độ nhạy và độ đặc hiệu trung bình bằng cách sử dụng các mô hình phân cấp trong đó các thử nghiệm báo cáo kết quả nhị phân hoặc ở các ngưỡng được báo cáo phổ biến."
PMC7386785,"Where data are sparse, we will use methods described by Takwoingi 2017 for obtaining estimates from simplified models.","Khi dữ liệu thưa thớt, chúng tôi sẽ sử dụng các phương pháp được mô tả bởi Takwoingi 2017 để lấy ước tính từ các mô hình đơn giản hóa."
PMC7386785,We anticipate that over time sufficient data will accumulate to provide clear estimates of test accuracy for some tests.,"Chúng tôi dự đoán rằng theo thời gian, đủ dữ liệu sẽ được tích lũy để đưa ra ước tính rõ ràng về độ chính xác của xét nghiệm đối với một số xét nghiệm."
PMC7386785,"We will undertake meta‐analysis in STATA version 16.0 ( STATA ), or SAS ( SAS 2015 ), as detailed in the Cochrane Handbook for Systematic Reviews of Diagnostic Test Accuracy (Chapter 10; Macaskill 2013 ).","Chúng tôi sẽ thực hiện phân tích tổng hợp trong STATA phiên bản 16.0 ( STATA ) hoặc SAS ( SAS 2015 ), như được nêu chi tiết trong Cẩm nang Cochrane về Đánh giá có hệ thống về độ chính xác của xét nghiệm chẩn đoán (Chương 10; Macaskill 2013)."
PMC7386785,We have listed sources of heterogeneity that we investigated if adequate data were available in the Secondary objectives.,Chúng tôi đã liệt kê các nguồn không đồng nhất mà chúng tôi đã điều tra nếu có đủ dữ liệu về các Mục tiêu thứ cấp.
PMC7386785,"In this version of the review, we used stratification to investigate heterogeneity as we considered it was inappropriate to combine studies.","Trong phiên bản đánh giá này, chúng tôi đã sử dụng phương pháp phân tầng để điều tra tính không đồng nhất vì chúng tôi cho rằng việc kết hợp các nghiên cứu là không phù hợp."
PMC7386785,"In future updates, if meta‐analysis becomes possible, we will investigate heterogeneity through meta‐regression.","Trong các bản cập nhật trong tương lai, nếu có thể phân tích tổng hợp, chúng tôi sẽ điều tra tính không đồng nhất thông qua hồi quy tổng hợp."
PMC7386785,We will stratify by reference standard and study design.,Chúng tôi sẽ phân tầng theo tiêu chuẩn tham khảo và thiết kế nghiên cứu.
PMC7386785,"In this version of the review we have stratified by study design only, as stratification by reference standard was not yet possible.","Trong phiên bản đánh giá này, chúng tôi chỉ phân tầng theo thiết kế nghiên cứu, vì chưa thể phân tầng theo tiêu chuẩn tham khảo."
PMC7386785,We aimed to undertake sensitivity analyses considering the impact of: unpublished studies; studies with inadequate reference standards.,Mục tiêu của chúng tôi là thực hiện các phân tích độ nhạy xem xét tác động của: các nghiên cứu chưa được công bố; nghiên cứu với các tiêu chuẩn tham khảo không đầy đủ.
PMC7386785,unpublished studies; studies with inadequate reference standards.,nghiên cứu chưa được công bố; nghiên cứu với các tiêu chuẩn tham khảo không đầy đủ.
PMC7386785,"However, neither were possible in this version of the review.","Tuy nhiên, cả hai đều không thể thực hiện được trong phiên bản đánh giá này."
PMC7386785,"We aimed to publish lists of studies that we know exist but for which we have not managed to locate reports, and request information to include in updates of these reviews.",Mục đích của chúng tôi là công bố danh sách các nghiên cứu mà chúng tôi biết là có tồn tại nhưng chúng tôi chưa tìm được báo cáo và yêu cầu thông tin để đưa vào bản cập nhật của các đánh giá này.
PMC7386785,"However, at the time of writing this version of the review, we are unaware of unpublished studies.","Tuy nhiên, tại thời điểm viết phiên bản đánh giá này, chúng tôi không biết về các nghiên cứu chưa được công bố."
PMC7386785,"We have listed our key findings in a 'Summary of findings' table to determine the strength of evidence for each test and findings, and to highlight important gaps in the evidence.","Chúng tôi đã liệt kê những phát hiện chính của mình trong bảng 'Tóm tắt các phát hiện' để xác định độ mạnh của bằng chứng cho từng thử nghiệm và phát hiện, đồng thời làm nổi bật những lỗ hổng quan trọng trong bằng chứng."
PMC7386785,"We will undertake the searches of published literature and preprints bi‐weekly, and, dependent on the number of new and important studies found, we will consider updating each review with each search if resources allow.","Chúng tôi sẽ thực hiện tìm kiếm các tài liệu đã xuất bản và các bản in trước hai tuần một lần, và tùy thuộc vào số lượng nghiên cứu mới và quan trọng được tìm thấy, chúng tôi sẽ xem xét cập nhật từng đánh giá với mỗi lần tìm kiếm nếu nguồn lực cho phép."
PMC7386785,"The search yielded 10,965 records after removing duplicates.",Việc tìm kiếm mang lại 10.965 bản ghi sau khi loại bỏ các bản ghi trùng lặp.
PMC7386785,The first selection resulted in 658 records that were potentially eligible for this review on signs and symptoms.,Lựa chọn đầu tiên đã tạo ra 658 hồ sơ có khả năng đủ điều kiện để xem xét các dấu hiệu và triệu chứng này.
PMC7386785,"After screening on title and abstract, we excluded 457 records, leaving 201 to be assessed on full text.","Sau khi sàng lọc tiêu đề và tóm tắt, chúng tôi đã loại trừ 457 hồ sơ, chỉ còn 201 hồ sơ được đánh giá trên toàn văn."
PMC7386785,"Of these, we included 16 studies in this review.","Trong số này, chúng tôi đã đưa vào 16 nghiên cứu trong tổng quan này."
PMC7386785,The reasons for excluding 185 records are listed in the PRISMA flow chart (see Figure 1 ; Moher 2009 ).,Các lý do loại trừ 185 bản ghi được liệt kê trong biểu đồ luồng PRISMA (xem Hình 1; Moher 2009).
PMC7386785,Flow diagram Two studies reported on the same cases while using a different control group ( Chen X 2020 ; Yang 2020d ).,Sơ đồ tiến trình Hai nghiên cứu báo cáo về các trường hợp giống nhau trong khi sử dụng một nhóm đối chứng khác ( Chen X 2020 ; Yang 2020d ).
PMC7386785,Chen X 2020 used a concurrent control group of pneumonia cases negative for SARS‐CoV‐2 on PCR testing but Yang 2020d used a historic control group of influenza pneumonia patients.,Chen X 2020 đã sử dụng nhóm đối chứng đồng thời gồm các trường hợp viêm phổi âm tính với SARS-CoV-2 trong xét nghiệm PCR nhưng Yang 2020d đã sử dụng nhóm đối chứng lịch sử gồm các bệnh nhân viêm phổi do cúm.
PMC7386785,For this reason we only included the Chen X 2020 results in the analyses.,"Vì lý do này, chúng tôi chỉ đưa kết quả Chen X 2020 vào phân tích."
PMC7386785,One study reported a study that included a derivation and validation part for the development of a prediction rule ( Song 2020b ).,Một nghiên cứu đã báo cáo một nghiên cứu bao gồm phần dẫn xuất và xác nhận để phát triển quy tắc dự đoán ( Song 2020b ).
PMC7386785,"The two parts are identical in set‐up and only differ in respect to the time of data collection, that is, the derivation part recruited participants up to 5 February 2020 and the validation part recruited participants from 6 February 2020 onwards.","Hai phần giống nhau về cách thiết lập và chỉ khác nhau về thời gian thu thập dữ liệu, tức là phần phái sinh tuyển người tham gia đến ngày 5 tháng 2 năm 2020 và phần xác thực tuyển người tham gia từ ngày 6 tháng 2 năm 2020 trở đi."
PMC7386785,"As a result, we consider this to be one study and have entered all data on signs and symptoms as such.","Do đó, chúng tôi coi đây là một nghiên cứu và đã nhập tất cả dữ liệu về các dấu hiệu và triệu chứng tương tự."
PMC7386785,"Four studies were conducted in the USA, all other studies were from China.","Bốn nghiên cứu được thực hiện ở Mỹ, tất cả các nghiên cứu khác đều từ Trung Quốc."
PMC7386785,A summary of the main study characteristics can be found in Table 3 .,Một bản tóm tắt các đặc điểm nghiên cứu chính có thể được tìm thấy trong Bảng 3.
PMC7386785,a 'Hospital inpatients' refers to studies that recruited patients admitted to hospital with COVID‐19 disease and in whom the signs and symptoms were assessed on admission.,a 'Bệnh nhân nội trú tại bệnh viện' đề cập đến các nghiên cứu tuyển chọn những bệnh nhân nhập viện mắc bệnh COVID-19 và những người này đã đánh giá các dấu hiệu và triệu chứng khi nhập viện.
PMC7386785,The results of the quality assessment are summarised in Figure 2 and Figure 3 .,Kết quả đánh giá chất lượng được tóm tắt trong Hình 2 và Hình 3.
PMC7386785,We rated participant selection as introducing high risk of bias in seven studies.,Chúng tôi đánh giá việc lựa chọn người tham gia vì có nguy cơ sai lệch cao trong bảy nghiên cứu.
PMC7386785,"In five studies this was because a CT scan or other imaging was used to diagnose patients with pneumonia prior to inclusion in the study, leading to a highly selected patient population ( Ai 2020a ; Chen X 2020 ; Cheng 2020a ; Liang 2020 ; Yang 2020d ); RT‐PCR results were subsequently used to distinguish between COVID‐19 pneumonia and pneumonia from other causes.","Trong năm nghiên cứu, điều này là do chụp CT hoặc hình ảnh khác được sử dụng để chẩn đoán bệnh nhân bị viêm phổi trước khi đưa vào nghiên cứu, dẫn đến nhóm bệnh nhân được chọn lọc kỹ lưỡng ( Ai 2020a ; Chen X 2020 ; Cheng 2020a ; Liang 2020 ; Yang 2020d ); Kết quả RT-PCR sau đó được sử dụng để phân biệt giữa viêm phổi do COVID-19 và viêm phổi do các nguyên nhân khác."
PMC7386785,"For all studies, testing was highly dependent on the local case definition and testing criteria that were in effect at the time of the study, meaning all patients that were included in studies had already gone through a referral/selection filter, which was not always described.","Đối với tất cả các nghiên cứu, xét nghiệm phụ thuộc nhiều vào định nghĩa ca bệnh địa phương và tiêu chí xét nghiệm có hiệu lực tại thời điểm nghiên cứu, nghĩa là tất cả bệnh nhân được đưa vào nghiên cứu đều đã trải qua bộ lọc giới thiệu/lựa chọn, không phải lúc nào cũng được mô tả."
PMC7386785,"The most extreme example of this is the study by Liang 2020 , in which patients with radiological evidence of pneumonia and a clinical presentation compatible with COVID‐19 were only tested for SARS‐CoV‐2 after a panel discussion.","Ví dụ điển hình nhất về điều này là nghiên cứu của Liang 2020, trong đó những bệnh nhân có bằng chứng X quang về bệnh viêm phổi và biểu hiện lâm sàng tương thích với COVID-19 chỉ được xét nghiệm SARS-CoV-2 sau một cuộc thảo luận nhóm."
PMC7386785,"Risk of bias and applicability concerns graph: review authors' judgements about each domain presented as percentages across included studies Risk of bias and applicability concerns summary: review authors' judgements about each domain for each included study Of the 16 studies included in this first version of the review, five studies did not use a cross‐sectional design.","Biểu đồ mối lo ngại về rủi ro thiên vị và khả năng áp dụng: xem xét nhận định của tác giả về từng lĩnh vực được trình bày dưới dạng phần trăm trên các nghiên cứu được đưa vào Tóm tắt rủi ro về sai lệch và mối quan ngại về khả năng áp dụng: xem xét nhận định của tác giả về từng lĩnh vực cho mỗi nghiên cứu được đưa vào Trong số 16 nghiên cứu được đưa vào phiên bản tổng quan đầu tiên này, năm nghiên cứu không sử dụng thiết kế cắt ngang."
PMC7386785,"Three studies were diagnostic case‐control studies ( Nobel 2020 ; Yang 2020d ; Zhao 2020a ), one study selected cases cross‐sectionally in five hospitals but only selected cases in one hospital ( Chen X 2020 ), and one study emailed patients who had undergone testing for SARS‐CoV‐2 about olfactory symptoms prior to the SARS‐CoV‐2 test, with a response rate of 58% in SARS‐CoV‐2 positive cases and 15% in negative cases ( Yan 2020a ).","Ba nghiên cứu là nghiên cứu bệnh chứng chẩn đoán ( Nobel 2020 ; Yang 2020d ; Zhao 2020a ), một nghiên cứu đã chọn các trường hợp cắt ngang ở năm bệnh viện nhưng chỉ chọn các trường hợp ở một bệnh viện ( Chen X 2020 ) và một nghiên cứu đã gửi email cho những bệnh nhân đã trải qua xét nghiệm SARS-CoV-2 về các triệu chứng khứu giác trước khi xét nghiệm SARS-CoV-2, với tỷ lệ phản hồi là 58% ở những trường hợp dương tính với SARS-CoV-2 và 15% ở những trường hợp dương tính với SARS-CoV-2. trường hợp tiêu cực ( Yan 2020a )."
PMC7386785,"We rated all studies except two as carrying a high risk of bias for the index tests because there was little to no detail on how, by whom, and when the signs and symptoms were measured.","Chúng tôi đánh giá tất cả các nghiên cứu ngoại trừ hai nghiên cứu có nguy cơ sai lệch cao đối với các xét nghiệm chỉ số vì có rất ít hoặc không có thông tin chi tiết về cách thức, ai thực hiện và khi nào các dấu hiệu và triệu chứng được đo lường."
PMC7386785,"In addition, there is considerable uncertainty around the reference standard, with some studies providing little detail on the RT‐PCR tests that they used or lack of clarity on blinding.","Ngoài ra, có sự không chắc chắn đáng kể xung quanh tiêu chuẩn tham chiếu, với một số nghiên cứu cung cấp rất ít chi tiết về các xét nghiệm RT-PCR mà họ đã sử dụng hoặc thiếu sự rõ ràng về việc làm mù."
PMC7386785,"Participant flow was unclear in four studies ( Yan 2020a ; Yang 2020d ; Zhao 2020a ; Zhu 2020b ), either because the timing of recording signs and symptoms and conduct of the reference standard was unclear, or because some tests received a second or third reference standard at unclear time points during hospital admission.","Dòng người tham gia không rõ ràng trong bốn nghiên cứu ( Yan 2020a ; Yang 2020d ; Zhao 2020a ; Zhu 2020b ), do thời gian ghi lại các dấu hiệu, triệu chứng và cách tiến hành của tiêu chuẩn tham chiếu không rõ ràng hoặc do một số xét nghiệm nhận được tiêu chuẩn tham chiếu thứ hai hoặc thứ ba tại các thời điểm không rõ ràng trong quá trình nhập viện."
PMC7386785,We rated applicability for participant selection as high risk when there was a risk of selection bias or studies did not describe selection.,Chúng tôi đánh giá khả năng áp dụng lựa chọn người tham gia là rủi ro cao khi có nguy cơ sai lệch lựa chọn hoặc các nghiên cứu không mô tả lựa chọn.
PMC7386785,"As for the applicability of the index tests and reference standard, we always scored this as low risk except for Chen X 2020 , because blinding of the index tests was unclear, and Yang 2020d , because blinding and sample of the reference standard were unclear.","Về khả năng áp dụng các thử nghiệm chỉ số và tiêu chuẩn tham chiếu, chúng tôi luôn cho điểm này là rủi ro thấp ngoại trừ Chen X 2020, vì việc làm mù các thử nghiệm chỉ số không rõ ràng, và Yang 2020d, vì độ mù và mẫu của tiêu chuẩn tham chiếu không rõ ràng."
PMC7386785,The main characteristics of all included studies are listed in Table 3 .,Các đặc điểm chính của tất cả các nghiên cứu được thu nhận được liệt kê trong Bảng 3.
PMC7386785,"There were four studies in hospital inpatients ( Ai 2020a ; Chen X 2020 ; Yang 2020d ; Zhao 2020a ), seven studies in hospital outpatients ( Cheng 2020a ; Liang 2020 ; Nobel 2020 ; Peng 2020a ; Song 2020b ; Sun 2020a ; Yan 2020a ), and four studies in emergency departments ( Feng 2020a ; Tolia 2020 ; Wee 2020 ; Zhu 2020b ).","Có bốn nghiên cứu trên bệnh nhân nội trú tại bệnh viện ( Ai 2020a ; Chen X 2020 ; Yang 2020d ; Zhao 2020a ), bảy nghiên cứu trên bệnh nhân ngoại trú tại bệnh viện ( Cheng 2020a ; Liang 2020 ; Nobel 2020 ; Peng 2020a ; Song 2020b ; Sun 2020a ; Yan 2020a ), và bốn nghiên cứu ở khoa cấp cứu ( Feng 2020a ; Tolia 2020 ; Tuần 2020 ; Zhu 2020b )."
PMC7386785,"The setting was not specified in one study ( Rentsch 2020 ); in the 'Summary of findings' table, we classified this study setting as being hospital outpatient under the assumption that at that time in the pandemic (February 2020 to March 2020) tests were not commonly available outside hospital clinics.","Cài đặt không được chỉ định trong một nghiên cứu ( Rentsch 2020 ); Trong bảng 'Tóm tắt các phát hiện', chúng tôi đã phân loại bối cảnh nghiên cứu này là bệnh nhân ngoại trú tại bệnh viện với giả định rằng vào thời điểm đó trong đại dịch (tháng 2 năm 2020 đến tháng 3 năm 2020), các xét nghiệm thường không được cung cấp bên ngoài các phòng khám bệnh viện."
PMC7386785,There were no studies conducted in community primary care services.,Không có nghiên cứu nào được thực hiện trong các dịch vụ chăm sóc sức khỏe ban đầu tại cộng đồng.
PMC7386785,"Seven studies assessed the accuracy of signs and symptoms for the diagnosis of COVID‐19 pneumonia ( Ai 2020a ; Chen X 2020 ; Cheng 2020a ; Feng 2020a ; Liang 2020 ; Yang 2020d ; Zhao 2020a ); the remaining studies had COVID‐19 disease as the target condition, with no further description of the severity, meaning some patients could have suffered from mild or moderate COVID‐19 disease and others from COVID‐19 pneumonia.","Bảy nghiên cứu đã đánh giá tính chính xác của các dấu hiệu và triệu chứng trong chẩn đoán bệnh viêm phổi do COVID-19 ( Ai 2020a ; Chen X 2020 ; Cheng 2020a ; Feng 2020a ; Liang 2020 ; Yang 2020d ; Zhao 2020a ); các nghiên cứu còn lại lấy bệnh COVID-19 làm tình trạng mục tiêu, không có mô tả thêm về mức độ nghiêm trọng, nghĩa là một số bệnh nhân có thể mắc bệnh COVID-19 nhẹ hoặc trung bình và những bệnh nhân khác bị viêm phổi do COVID-19."
PMC7386785,"The distinction between these two target conditions was not always very clear, and a degree of overlap is to be assumed.",Sự khác biệt giữa hai điều kiện mục tiêu này không phải lúc nào cũng rõ ràng và có thể giả định mức độ trùng lặp.
PMC7386785,"All studies used RT‐PCR testing as the reference standard, with some variation in the samples that were used.","Tất cả các nghiên cứu đều sử dụng xét nghiệm RT-PCR làm tiêu chuẩn tham chiếu, với một số biến thể trong các mẫu được sử dụng."
PMC7386785,"In all, 7706 patients were included, the median number of participants was 134.","Tổng cộng có 7706 bệnh nhân được đưa vào, số lượng người tham gia trung bình là 134."
PMC7386785,Prevalence of infection varied from 5% to 38% with a median of 17%.,Tỷ lệ nhiễm trùng thay đổi từ 5% đến 38% với mức trung bình là 17%.
PMC7386785,"There were no studies in children or elderly populations, except for Rentsch 2020 , which included a cohort of a median age of 65.7 years old from the Veterans Affairs Healthcare System database.","Không có nghiên cứu nào ở trẻ em hoặc người già, ngoại trừ Rentsch 2020, bao gồm một nhóm thuần tập có độ tuổi trung bình là 65,7 tuổi từ cơ sở dữ liệu của Hệ thống chăm sóc sức khỏe Cựu chiến binh."
PMC7386785,"We found data on 27 signs and symptoms, which fall into four different categories: systemic, respiratory, gastrointestinal and cardiovascular signs and symptoms.","Chúng tôi tìm thấy dữ liệu về 27 dấu hiệu và triệu chứng, thuộc bốn loại khác nhau: các dấu hiệu và triệu chứng toàn thân, hô hấp, tiêu hóa và tim mạch."
PMC7386785,"There were no analyses for combinations of tests, only for individual signs and symptoms.","Không có phân tích nào cho sự kết hợp của các xét nghiệm, chỉ phân tích các dấu hiệu và triệu chứng riêng lẻ."
PMC7386785,The results are summarised in Table 3 .,Các kết quả được tóm tắt trong Bảng 3.
PMC7386785,"Results for the cross‐sectional studies are presented in forest plots ( Figure 4 ; Figure 5 ; Figure 6 ; Figure 7 ), and are plotted in ROC (receiver operating characteristic) space ( Figure 8 ; Figure 9 ; Figure 10 ; Figure 11 ), results for the other studies are only listed in forest plots ( Figure 12 ; Figure 13 ; Figure 14 ; Figure 15 ).","Kết quả của các nghiên cứu cắt ngang được trình bày trong các ô rừng ( Hình 4 ; Hình 5 ; Hình 6 ; Hình 7 ) và được vẽ trong không gian ROC (đặc tính vận hành máy thu) ( Hình 8 ; Hình 9 ; Hình 10 ; Hình 11 ), kết quả của các nghiên cứu khác chỉ được liệt kê trong các ô rừng ( Hình 12 ; Hình 13 ; Hình 14 ; Hình 15 )."
PMC7386785,"Forest plot of respiratory signs and symptoms (cross‐sectional studies) Forest plot of systemic signs and symptoms (cross‐sectional studies) Forest plot of gastrointestinal signs and symptoms (cross‐sectional studies) Forest plot of cardiovascular signs and symptoms (cross‐sectional studies) Summary ROC plot of respiratory signs and symptoms (cross‐sectional studies) Summary ROC plot of systemic signs and symptoms (cross‐sectional studies) Summary ROC Plot of gastrointestinal signs and symptoms (cross‐sectional studies) Summary ROC plot of cardiovascular signs and symptoms (cross‐sectional studies) Forest plot of tests: 27 cough (non‐cross‐sectional study), 28 sore throat (non‐cross‐sectional study), 29 rhinorrhoea (non‐cross‐sectional study), 30 nasal obstruction (non‐cross‐sectional study), 34 dyspnoea (non‐cross‐sectional study), 31 loss of sense of smell (non‐cross‐sectional study), 32 loss of taste (non‐cross‐sectional study), 33 positive auscultation findings (non‐cross‐sectional study) Forest plot of tests: 37 fatigue (non‐cross‐sectional study), 36 fever (non‐cross‐sectional study), 39 headache (non‐cross‐sectional study), 38 myalgia or arthralgia (non‐cross‐sectional study) Forest plot of tests: 40 diarrhoea (non‐cross‐sectional study), 41 nausea/vomiting (non‐cross‐sectional study), 42 gastrointestinal symptoms, not specified (non‐cross‐sectional study) Forest plot of 35 chest tightness (non‐cross‐sectional study) Overall, diagnostic accuracy of individual signs and symptoms is low, especially sensitivity.","Biểu đồ rừng về các dấu hiệu và triệu chứng hô hấp (nghiên cứu cắt ngang) Biểu đồ rừng về các dấu hiệu và triệu chứng toàn thân (nghiên cứu cắt ngang) Biểu đồ rừng về các dấu hiệu và triệu chứng đường tiêu hóa (nghiên cứu cắt ngang) Biểu đồ rừng về các dấu hiệu và triệu chứng tim mạch (nghiên cứu cắt ngang) Tóm tắt Biểu đồ ROC về các dấu hiệu và triệu chứng hô hấp (nghiên cứu cắt ngang) Tóm tắt Biểu đồ ROC về các dấu hiệu và triệu chứng toàn thân (nghiên cứu cắt ngang) Tóm tắt ROC Biểu đồ các dấu hiệu và triệu chứng đường tiêu hóa (nghiên cứu cắt ngang) Tóm tắt Biểu đồ ROC về các dấu hiệu và triệu chứng tim mạch (nghiên cứu cắt ngang) Biểu đồ lâm sàng của các thử nghiệm: 27 cơn ho (nghiên cứu không cắt ngang), 28 đau họng (nghiên cứu không cắt ngang), 29 sổ mũi (nghiên cứu không cắt ngang), 30 nghẹt mũi (nghiên cứu không cắt ngang), 34 khó thở (nghiên cứu không cắt ngang), 31 mất khứu giác (nghiên cứu không cắt ngang), 32 mất vị giác (nghiên cứu không cắt ngang), 33 kết quả thính chẩn dương tính (nghiên cứu không cắt ngang) Biểu đồ rừng của các xét nghiệm: 37 mệt mỏi (nghiên cứu không cắt ngang), 36 sốt (nghiên cứu không cắt ngang), 39 nhức đầu (nghiên cứu không cắt ngang), 38 đau cơ hoặc đau khớp (nghiên cứu không cắt ngang) Biểu đồ rừng: 40 tiêu chảy (nghiên cứu không cắt ngang), 41 buồn nôn/nôn (nghiên cứu không cắt ngang), 42 triệu chứng tiêu hóa, không xác định (nghiên cứu không cắt ngang) Biểu đồ rừng 35 tức ngực (nghiên cứu không cắt ngang) Nhìn chung, độ chính xác chẩn đoán của từng dấu hiệu và triệu chứng riêng lẻ là thấp, đặc biệt là độ nhạy."
PMC7386785,"In addition, results were highly variable across studies, making it difficult to draw firm conclusions.","Ngoài ra, kết quả rất khác nhau giữa các nghiên cứu, gây khó khăn cho việc đưa ra kết luận chắc chắn."
PMC7386785,Signs and symptoms for which sensitivity was reported above 50% in at least one cross‐sectional study are the following.,Các dấu hiệu và triệu chứng mà độ nhạy được báo cáo trên 50% trong ít nhất một nghiên cứu cắt ngang như sau.
